QKEY,F_INC_SDT1,F_EDUCCAT,F_AGECAT,F_GENDER,F_RACECMB,F_RACETHNMOD,CHATUSE_W152,USEAI_W152
202400007910,9.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0
202400007951,3.0,3.0,3.0,2.0,2.0,2.0,,5.0
202400007954,6.0,1.0,3.0,2.0,3.0,5.0,0.0,5.0
202400007957,1.0,3.0,2.0,2.0,1.0,1.0,,5.0
202400007987,,1.0,4.0,2.0,,,1.0,3.0
202400007990,4.0,2.0,3.0,2.0,3.0,5.0,0.0,2.0
202400008016,1.0,2.0,2.0,1.0,5.0,3.0,0.0,4.0
202400008021,9.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0
202400008031,,3.0,4.0,2.0,1.0,3.0,,5.0
202400008032,2.0,3.0,3.0,1.0,1.0,1.0,,5.0
202400008036,5.0,1.0,2.0,2.0,3.0,5.0,1.0,5.0
202400008056,2.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0
202400008070,1.0,3.0,3.0,2.0,1.0,1.0,0.0,5.0
202400008076,8.0,3.0,2.0,1.0,4.0,4.0,0.0,5.0
202400008096,1.0,3.0,1.0,1.0,3.0,5.0,0.0,5.0
202400008114,6.0,2.0,3.0,2.0,1.0,1.0,,2.0
202400008125,9.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0
202400008159,6.0,3.0,3.0,1.0,2.0,2.0,,5.0
202400008163,1.0,2.0,3.0,2.0,1.0,1.0,,5.0
202400008176,9.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
202400008187,9.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
202400008190,9.0,1.0,2.0,1.0,4.0,4.0,0.0,2.0
202400008196,5.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
202400008219,9.0,2.0,2.0,1.0,3.0,5.0,0.0,4.0
202400008235,6.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0
202400008241,9.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0
202400008244,8.0,2.0,2.0,2.0,1.0,1.0,,5.0
202400008264,1.0,2.0,4.0,1.0,2.0,2.0,0.0,5.0
202400008277,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0
202400008301,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
202400008311,1.0,2.0,2.0,2.0,1.0,1.0,,1.0
202400008312,9.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0
202400008319,,3.0,1.0,1.0,5.0,3.0,0.0,5.0
202400008332,9.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
202400008378,8.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
202400008392,2.0,1.0,,2.0,1.0,3.0,,2.0
202400008399,1.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202400008406,,2.0,4.0,2.0,4.0,4.0,,2.0
202400008414,6.0,2.0,1.0,2.0,1.0,1.0,,3.0
202400008415,7.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0
202400008422,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
202400008430,3.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400008466,9.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
202400008500,9.0,1.0,3.0,1.0,3.0,5.0,1.0,5.0
202400008501,7.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0
202400008503,5.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0
202400008511,9.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0
202400008530,2.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0
202400008547,6.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
202400008555,9.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0
202400008574,1.0,3.0,2.0,1.0,4.0,4.0,,5.0
202400008576,6.0,3.0,3.0,1.0,1.0,1.0,,5.0
202400008588,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202400008603,3.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0
202400008613,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
202400008624,7.0,2.0,1.0,2.0,1.0,1.0,,5.0
202400008626,9.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0
202400008648,1.0,3.0,1.0,2.0,5.0,3.0,,5.0
202400008676,4.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0
202400008688,1.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0
202400008694,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
202400008697,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0
202400008701,9.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0
202400008721,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
202400008725,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
202400008739,8.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0
202400008741,9.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0
202400008757,,3.0,2.0,2.0,1.0,3.0,,5.0
202400008763,9.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
202400008771,9.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
202400008777,5.0,3.0,4.0,2.0,1.0,1.0,,2.0
202400008809,1.0,3.0,2.0,2.0,2.0,2.0,0.0,5.0
202400008818,3.0,3.0,2.0,1.0,1.0,1.0,,5.0
202400008820,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202400008824,2.0,2.0,4.0,2.0,1.0,1.0,,5.0
202400008827,9.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0
202400008836,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
202400008858,1.0,3.0,2.0,2.0,1.0,3.0,1.0,5.0
202400008863,8.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0
202400008872,4.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
202400008900,9.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
202400008911,9.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0
202400008927,8.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202400008964,2.0,2.0,2.0,1.0,1.0,1.0,,3.0
202400008967,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
202400008978,1.0,3.0,4.0,2.0,2.0,2.0,,5.0
202400008980,1.0,1.0,2.0,2.0,5.0,3.0,,4.0
202400009001,9.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0
202400009002,3.0,2.0,3.0,2.0,2.0,2.0,0.0,5.0
202400009016,3.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0
202400009022,8.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0
202400009083,6.0,1.0,1.0,2.0,1.0,3.0,0.0,5.0
202400009089,5.0,1.0,4.0,1.0,1.0,3.0,,5.0
202400009090,5.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0
202400009131,9.0,1.0,2.0,1.0,2.0,2.0,,1.0
202400009136,,3.0,,1.0,1.0,1.0,0.0,5.0
202400009137,9.0,1.0,2.0,2.0,3.0,5.0,0.0,4.0
202400009145,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
202400009161,2.0,3.0,2.0,2.0,2.0,2.0,,5.0
202400009172,1.0,2.0,2.0,1.0,5.0,3.0,1.0,4.0
202400009196,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
202400009199,1.0,2.0,2.0,2.0,4.0,4.0,0.0,5.0
202400009207,5.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0
202400009213,9.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
202400009220,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
202400009266,2.0,2.0,2.0,1.0,3.0,5.0,0.0,3.0
202400009273,2.0,3.0,2.0,1.0,2.0,3.0,,3.0
202400009305,2.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0
202400009317,6.0,3.0,3.0,2.0,1.0,1.0,,5.0
202400009321,9.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
202400009325,1.0,3.0,2.0,2.0,1.0,3.0,,5.0
202400009328,4.0,3.0,4.0,1.0,1.0,1.0,,5.0
202400009333,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202400009355,2.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0
202400009384,9.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
202400009387,2.0,3.0,2.0,2.0,5.0,3.0,,5.0
202400009415,9.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
202400009419,9.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0
202400009423,1.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
202400009436,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0
202400009441,8.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202400009445,1.0,2.0,1.0,2.0,1.0,1.0,,2.0
202400009448,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0
202400009454,9.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0
202400009461,,2.0,1.0,2.0,3.0,5.0,,4.0
202400009469,9.0,3.0,3.0,1.0,4.0,3.0,,1.0
202400009492,9.0,2.0,4.0,,1.0,1.0,,5.0
202400009528,,1.0,4.0,1.0,1.0,1.0,0.0,5.0
202400009535,1.0,3.0,3.0,2.0,1.0,1.0,,5.0
202400009553,2.0,3.0,4.0,1.0,2.0,2.0,,5.0
202400009555,8.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
202400009589,9.0,1.0,3.0,1.0,1.0,3.0,,4.0
202400009594,5.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0
202400009601,8.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
202400009610,9.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0
202400009611,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0
202400009643,2.0,2.0,4.0,2.0,1.0,1.0,,5.0
202400009651,1.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0
202400009652,3.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
202400009669,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0
202400009730,9.0,2.0,3.0,1.0,2.0,2.0,0.0,5.0
202400009754,9.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0
202400009763,8.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0
202400009775,9.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0
202400009795,6.0,1.0,2.0,1.0,2.0,2.0,0.0,5.0
202400009809,,1.0,,1.0,,,1.0,2.0
202400009834,3.0,3.0,4.0,1.0,1.0,1.0,,4.0
202400009835,1.0,1.0,2.0,2.0,2.0,2.0,,5.0
202400009907,4.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0
202400009913,3.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
202400009914,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0
202400009944,9.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
202400009953,9.0,2.0,4.0,2.0,1.0,1.0,,5.0
202400009985,3.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
202400009994,7.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0
202400010017,8.0,3.0,3.0,2.0,4.0,4.0,,3.0
202400010024,2.0,3.0,2.0,2.0,2.0,2.0,,5.0
202400010031,4.0,1.0,2.0,2.0,3.0,5.0,0.0,2.0
202400010050,2.0,3.0,4.0,1.0,1.0,1.0,,5.0
202400010051,,1.0,,1.0,,,1.0,4.0
202400010063,9.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
202400010076,3.0,2.0,4.0,1.0,1.0,1.0,,5.0
202400010086,9.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0
202400010099,5.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0
202400010100,1.0,2.0,1.0,2.0,2.0,2.0,,3.0
202400010125,3.0,3.0,3.0,2.0,1.0,1.0,0.0,5.0
202400010129,1.0,3.0,2.0,2.0,1.0,1.0,,4.0
202400010137,9.0,1.0,2.0,2.0,4.0,4.0,0.0,2.0
202400010142,9.0,1.0,2.0,1.0,2.0,2.0,0.0,5.0
202400010143,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
202400010144,8.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0
202400010145,9.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0
202400010162,3.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0
202400010177,9.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0
202400010222,2.0,3.0,2.0,2.0,1.0,3.0,0.0,4.0
202400010223,6.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0
202400010228,4.0,3.0,2.0,1.0,4.0,4.0,0.0,5.0
202400010234,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400010263,9.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0
202400010264,9.0,1.0,2.0,2.0,3.0,5.0,1.0,5.0
202400010286,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
202400010293,3.0,3.0,4.0,2.0,1.0,1.0,,2.0
202400010295,7.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
202400010296,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0
202400010300,2.0,3.0,2.0,2.0,1.0,1.0,,5.0
202400010304,1.0,3.0,4.0,1.0,2.0,2.0,,5.0
202400010307,5.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0
202400010317,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
202400010318,9.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0
202400010322,,1.0,4.0,2.0,1.0,1.0,,5.0
202400010332,3.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0
202400010340,3.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0
202400010353,3.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
202400010367,,1.0,,2.0,1.0,1.0,0.0,4.0
202400010374,1.0,2.0,1.0,1.0,5.0,3.0,0.0,4.0
202400010445,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
202400010461,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0
202400010464,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
202400010473,6.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
202400010494,9.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
202400010509,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0
202400010518,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400010521,9.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
202400010550,5.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0
202400010606,5.0,1.0,3.0,1.0,1.0,3.0,0.0,5.0
202400010617,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0
202400010628,9.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0
202400010644,7.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
202400010687,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
202400010689,1.0,3.0,1.0,2.0,1.0,3.0,,3.0
202400010700,6.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0
202400010705,9.0,3.0,3.0,1.0,2.0,2.0,0.0,5.0
202400010712,3.0,3.0,4.0,1.0,4.0,4.0,,4.0
202400010736,8.0,1.0,,1.0,1.0,3.0,1.0,5.0
202400010738,2.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0
202400010766,5.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0
202400010776,1.0,3.0,4.0,2.0,1.0,3.0,0.0,5.0
202400010786,9.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0
202400010812,9.0,2.0,1.0,2.0,1.0,1.0,,4.0
202400010820,9.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0
202400010824,1.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0
202400010826,6.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0
202400010830,9.0,2.0,2.0,1.0,4.0,4.0,1.0,5.0
202400010836,2.0,3.0,1.0,2.0,5.0,3.0,,5.0
202400010837,4.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0
202400010843,1.0,3.0,2.0,2.0,4.0,3.0,0.0,5.0
202400010864,8.0,3.0,2.0,1.0,2.0,2.0,,5.0
202400010881,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
202400010887,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0
202400010912,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0
202400010921,9.0,2.0,3.0,1.0,1.0,1.0,,2.0
202400010929,3.0,1.0,2.0,2.0,2.0,2.0,,5.0
202400010931,4.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0
202400010933,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
202400010935,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
202400010952,1.0,3.0,2.0,2.0,1.0,3.0,0.0,5.0
202400010964,8.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0
202400010988,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
202400010989,5.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202400011005,9.0,2.0,3.0,1.0,5.0,3.0,1.0,4.0
202400011011,5.0,2.0,4.0,1.0,1.0,1.0,,2.0
202400011017,9.0,2.0,2.0,2.0,1.0,1.0,,5.0
202400011018,9.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0
202400011021,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400011029,5.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0
202400011053,5.0,1.0,3.0,2.0,1.0,3.0,,5.0
202400011065,4.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0
202400011082,9.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
202400011085,7.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0
202400011096,6.0,1.0,4.0,1.0,1.0,1.0,0.0,
202400011124,6.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
202400011125,3.0,2.0,2.0,2.0,1.0,1.0,,5.0
202400011145,9.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0
202400011164,9.0,3.0,4.0,2.0,1.0,1.0,0.0,3.0
202400011190,9.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0
202400011218,1.0,2.0,1.0,1.0,5.0,3.0,1.0,5.0
202400011225,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0
202400011232,6.0,1.0,3.0,1.0,1.0,3.0,,
202400011252,4.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202400011257,1.0,3.0,3.0,1.0,1.0,1.0,,5.0
202400011261,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202400011294,2.0,3.0,3.0,1.0,1.0,1.0,,5.0
202400011295,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
202400011303,9.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0
202400011314,6.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0
202400011336,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202400011339,3.0,2.0,2.0,2.0,1.0,1.0,,5.0
202400011340,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
202400011344,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
202400011359,1.0,2.0,4.0,2.0,1.0,1.0,,5.0
202400011382,9.0,3.0,3.0,1.0,2.0,2.0,,2.0
202400011399,7.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
202400011400,7.0,2.0,1.0,1.0,3.0,5.0,0.0,3.0
202400011414,1.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
202400011433,9.0,2.0,4.0,1.0,2.0,2.0,,4.0
202400011434,4.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
202400011445,,1.0,2.0,2.0,1.0,1.0,1.0,5.0
202400011453,1.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0
202400011454,1.0,3.0,2.0,1.0,1.0,1.0,,5.0
202400011458,9.0,1.0,2.0,2.0,4.0,4.0,1.0,5.0
202400011467,1.0,3.0,4.0,1.0,1.0,1.0,,3.0
202400011472,4.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0
202400011500,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0
202400011502,9.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
202400011529,2.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0
202400011532,9.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0
202400011549,5.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0
202400011630,1.0,2.0,2.0,1.0,1.0,3.0,,4.0
202400011658,1.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0
202400011670,1.0,3.0,1.0,2.0,1.0,1.0,1.0,
202400011681,8.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0
202400011685,8.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0
202400011712,3.0,3.0,2.0,2.0,1.0,1.0,,5.0
202400011750,3.0,3.0,3.0,1.0,1.0,1.0,,5.0
202400011766,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0
202400011778,4.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0
202400011808,5.0,2.0,2.0,2.0,5.0,4.0,0.0,4.0
202400011829,5.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0
202400011834,8.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0
202400011853,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400011867,9.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0
202400011896,5.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0
202400011907,4.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
202400011917,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
202400011941,,1.0,2.0,2.0,1.0,1.0,1.0,5.0
202400011946,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400011951,2.0,3.0,3.0,2.0,4.0,4.0,1.0,5.0
202400011952,1.0,2.0,1.0,2.0,1.0,3.0,0.0,5.0
202400011991,9.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0
202400011997,2.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
202400012031,9.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0
202400012040,9.0,1.0,3.0,1.0,4.0,3.0,0.0,5.0
202400012094,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
202400012107,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202400012129,9.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0
202400012147,8.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
202400012167,1.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0
202400012184,,1.0,4.0,1.0,1.0,1.0,1.0,4.0
202400012201,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
202400012202,9.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
202400012214,2.0,1.0,1.0,2.0,1.0,1.0,,5.0
202400012268,9.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0
202400012274,9.0,1.0,2.0,1.0,4.0,4.0,0.0,5.0
202400012308,9.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0
202400012309,9.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0
202400012344,7.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0
202400012363,1.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0
202400012366,9.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
202400012385,6.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
202400012404,3.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
202400012421,9.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0
202400012437,1.0,2.0,3.0,1.0,1.0,3.0,,5.0
202400012472,7.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0
202400012512,2.0,2.0,2.0,1.0,1.0,1.0,,5.0
202400012522,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
202400012525,1.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
202400012527,8.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
202400012535,9.0,2.0,1.0,2.0,3.0,5.0,1.0,3.0
202400012540,1.0,3.0,1.0,3.0,5.0,4.0,0.0,3.0
202400012546,6.0,1.0,2.0,1.0,3.0,5.0,1.0,4.0
202400012551,,3.0,4.0,2.0,1.0,1.0,,5.0
202400012564,9.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0
202400012604,9.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0
202400012607,1.0,3.0,3.0,2.0,1.0,1.0,,5.0
202400012611,3.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0
202400012639,7.0,3.0,1.0,1.0,2.0,2.0,,1.0
202400012670,9.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
202400012671,9.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
202400012676,3.0,3.0,1.0,1.0,,3.0,1.0,3.0
202400012678,9.0,2.0,2.0,1.0,1.0,1.0,,5.0
202400012694,1.0,2.0,3.0,2.0,5.0,3.0,,5.0
202400012705,5.0,1.0,4.0,2.0,1.0,1.0,0.0,3.0
202400012708,2.0,3.0,3.0,1.0,1.0,3.0,0.0,4.0
202400012738,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
202400012743,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400012755,9.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
202400012768,9.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0
202400012795,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
202400012809,1.0,3.0,2.0,2.0,1.0,3.0,0.0,5.0
202400012811,4.0,3.0,2.0,2.0,1.0,3.0,,3.0
202400012817,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
202400012838,3.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0
202400012857,9.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0
202400012878,8.0,3.0,3.0,1.0,5.0,3.0,0.0,2.0
202400012883,4.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
202400012909,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
202400012923,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
202400012956,5.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0
202400012961,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
202400012976,9.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
202400013006,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0
202400013051,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
202400013056,9.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0
202400013116,9.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0
202400013118,4.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0
202400013132,9.0,3.0,4.0,1.0,2.0,2.0,,5.0
202400013146,9.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0
202400013151,6.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
202400013153,9.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0
202400013163,9.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0
202400013186,5.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0
202400013201,,2.0,4.0,2.0,1.0,1.0,1.0,5.0
202400013237,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
202400013258,8.0,1.0,3.0,2.0,1.0,1.0,,5.0
202400013281,5.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0
202400013285,2.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0
202400013303,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
